mun_code,mun_name,year,net_income_pc,net_income_hh,net_income_equiv,median_income_equiv,gross_income_pc,gross_income_hh
02056,Ontur,2015,7356,18116,10628,9450,7990,19677
02057,Ossa de Montiel,2022,11180,25456,16304,15050,12764,29062
02057,Ossa de Montiel,2021,10487,23850,15236,14350,11958,27195
02057,Ossa de Montiel,2020,9773,22488,14353,12950,11177,25718
02057,Ossa de Montiel,2019,9563,22187,14002,12250,10819,25100
02057,Ossa de Montiel,2018,8789,20590,12920,11550,9895,23182
02057,Ossa de Montiel,2017,8269,19549,12192,10850,9310,22011
02057,Ossa de Montiel,2016,7883,18983,11648,10150,8787,21159
02057,Ossa de Montiel,2015,7460,18006,11160,9450,8281,19989
02058,Paterna del Madera,2022,11467,20314,15306,12950,12939,22922
02058,Paterna del Madera,2021,10896,18820,14354,12250,12207,21085
02058,Paterna del Madera,2020,10249,18266,13746,12250,11362,20248
02058,Paterna del Madera,2019,10353,18475,13932,12250,11591,20684
02058,Paterna del Madera,2018,9565,17510,12860,10850,10624,19448
02058,Paterna del Madera,2017,8997,16433,12212,10850,9981,18230
02058,Paterna del Madera,2016,8783,15880,11615,10150,9788,17698
02058,Paterna del Madera,2015,8353,15412,11244,10150,9141,16865
02059,Peñascosa,2022,12556,23870,17317,17150,14325,27235
02059,Peñascosa,2021,12255,23205,16591,15750,13991,26492
02059,Peñascosa,2020,11810,22559,15926,14700,13465,25721
02059,Peñascosa,2019,11529,22248,15729,13650,13099,25278
02059,Peñascosa,2018,10946,21312,14843,13650,12613,24559
02059,Peñascosa,2017,10162,20323,13910,11550,11511,23023
02059,Peñascosa,2016,10233,21805,14426,12250,11587,24688
02059,Peñascosa,2015,9772,21292,13667,11550,10977,23916
02060,Peñas de San Pedro,2022,15073,25443,19225,16450,17876,30175
02060,Peñas de San Pedro,2021,13905,23383,17842,15050,16392,27565
02060,Peñas de San Pedro,2020,13651,23437,17378,14350,16159,27744
02060,Peñas de San Pedro,2019,13202,23066,16848,14350,15491,27066
02060,Peñas de San Pedro,2018,12611,22053,16163,13650,14718,25738
02060,Peñas de San Pedro,2017,11413,20477,14746,12950,13222,23723
02060,Peñas de San Pedro,2016,11228,20446,14682,12250,12967,23613
02060,Peñas de San Pedro,2015,11068,20289,14457,12250,12825,23510
02061,Pétrola,2022,12098,25183,16679,14350,13842,28812
02061,Pétrola,2021,11666,23770,15964,13650,13240,26979
02061,Pétrola,2020,11233,23168,15563,13650,12762,26321
02061,Pétrola,2019,10408,22023,14600,12950,11781,24928
02061,Pétrola,2018,10298,22215,14385,12250,11697,25233
02061,Pétrola,2017,9487,20811,13328,10850,10614,23283
02061,Pétrola,2016,9090,20289,12766,10850,10148,22649
02061,Pétrola,2015,8522,19107,12218,10150,9539,21387
02062,Povedilla,2022,10930,21265,14825,13650,12127,23594
02062,Povedilla,2021,10592,20336,14454,12950,11799,22655
02062,Povedilla,2020,10219,20541,14050,12950,11281,22675
02062,Povedilla,2019,9908,20016,13675,12950,10952,22124
02062,Povedilla,2018,9504,19706,13336,12950,10536,21846
02062,Povedilla,2017,9312,19419,12877,12250,10311,21502
02062,Povedilla,2016,8717,18294,12276,10850,9624,20198
02062,Povedilla,2015,8283,17333,11603,10850,9045,18928
02063,Pozohondo,2022,10918,24447,15572,14350,12338,27626
02063,Pozohondo,2021,10312,23057,14612,13650,11655,26060
02063,Pozohondo,2020,9783,21828,13954,12250,10957,24446
02063,Pozohondo,2019,9759,21924,13848,12250,10981,24669
02063,Pozohondo,2018,9447,21262,13428,12250,10625,23914
02063,Pozohondo,2017,8798,20169,12699,11550,9805,22479
02063,Pozohondo,2016,8474,19630,12252,11550,9416,21812
02063,Pozohondo,2015,8169,18863,11811,10850,9066,20935
02064,Pozo-Lorente,2022,13743,28382,19258,15050,15980,33002
02064,Pozo-Lorente,2021,12458,26361,17475,13650,14364,30396
02064,Pozo-Lorente,2020,11778,25248,16392,12950,13485,28907
02064,Pozo-Lorente,2019,11029,23993,15696,12950,12552,27308
02064,Pozo-Lorente,2018,10566,23053,15126,12950,11834,25819
02064,Pozo-Lorente,2017,9964,21899,14252,11550,11258,24744
02064,Pozo-Lorente,2016,9564,21546,13693,11550,10702,24110
02064,Pozo-Lorente,2015,9780,22198,13950,10850,10921,24787
02065,Pozuelo,2022,13792,26335,18940,16450,16085,30713
02065,Pozuelo,2021,12479,25013,17456,15750,14330,28723
02065,Pozuelo,2020,11848,24225,16476,15400,13689,27989
02065,Pozuelo,2019,11776,24341,16499,15050,13615,28141
02065,Pozuelo,2018,11047,24053,15647,14350,12689,27626
02065,Pozuelo,2017,10237,22157,14441,12250,11696,25316
02065,Pozuelo,2016,10211,22786,14513,12250,11633,25958
02065,Pozuelo,2015,9601,22083,13984,11550,10985,25267
02066,"Recueja, La",2022,11276,24432,15915,14350,12717,27554
02066,"Recueja, La",2021,10200,21265,14106,12250,11258,23472
02066,"Recueja, La",2020,9792,21601,13802,12250,10769,23756
02066,"Recueja, La",2019,9650,20833,13426,12250,10570,22820
02066,"Recueja, La",2018,9433,20381,13066,11550,10393,22456
02066,"Recueja, La",2017,8220,17624,11284,9450,8959,19209
02066,"Recueja, La",2016,8032,17643,11156,9450,8748,19216
02066,"Recueja, La",2015,7856,17259,11021,9450,8508,18691
02067,Riópar,2022,10430,23337,15034,13650,11783,26365
02067,Riópar,2021,9561,21417,13937,11550,10808,24212
02067,Riópar,2020,9464,21436,13572,12250,10664,24156
02067,Riópar,2019,9208,21214,13337,11550,10350,23844
02067,Riópar,2018,8679,20240,12581,11550,9724,22679
02067,Riópar,2017,8199,19389,11885,10850,9144,21625
02067,Riópar,2016,8080,19283,11791,10150,8992,21458
02067,Riópar,2015,7876,19124,11642,9450,8770,21295
02068,Robledo,2022,12333,27298,17515,15750,14034,31065
02068,Robledo,2021,11534,25669,16520,14350,13093,29138
02068,Robledo,2020,10908,23911,15527,14000,12291,26943
02068,Robledo,2019,11471,24657,16303,14350,12980,27900
02068,Robledo,2018,10868,23717,15604,14350,12261,26758
02068,Robledo,2017,10259,21949,14583,12950,11615,24850
02068,Robledo,2016,9757,21111,13775,11550,11039,23885
02068,Robledo,2015,9376,20949,13493,11550,10657,23810
02069,"Roda, La",2022,11116,29313,16749,15050,13050,34413
02069,"Roda, La",2021,10694,28327,16093,14350,12558,33266
02069,"Roda, La",2020,10290,27320,15501,13650,12013,31895
02069,"Roda, La",2019,9977,26757,15077,12950,11600,31109
02069,"Roda, La",2018,9403,25237,14361,12250,11001,29524
02069,"Roda, La",2017,8938,24154,13601,11550,10385,28063
02069,"Roda, La",2016,8500,23115,12950,10850,9798,26647
02069,"Roda, La",2015,8178,22301,12510,10850,9459,25794
02070,Salobre,2022,12978,26260,17141,13650,15827,32026
02070,Salobre,2021,10195,21589,14561,12950,11409,24161
02070,Salobre,2020,9242,20144,13493,11550,10425,22724
02070,Salobre,2019,9631,20690,13490,12950,10679,22941
02070,Salobre,2018,9537,20313,13317,11550,10804,23013
02070,Salobre,2017,8361,18255,12452,11550,9847,21500
02070,Salobre,2016,8482,18165,11871,10850,9481,20305
02070,Salobre,2015,8498,18297,11873,10850,9495,20444
02071,San Pedro,2022,12804,30468,18782,16450,14977,35638
02071,San Pedro,2021,11405,26880,16534,14350,13169,31037
02071,San Pedro,2020,10945,26114,15877,13650,12666,30220
02071,San Pedro,2019,10635,25429,15343,12950,12307,29425
02071,San Pedro,2018,9844,24749,14510,12950,11330,28485
02071,San Pedro,2017,8874,21757,13003,11550,10081,24716
02071,San Pedro,2016,8540,21089,12458,10850,9635,23794
02071,San Pedro,2015,8211,20948,12042,10850,9248,23592
02072,Socovos,2022,9505,20607,13414,12250,10485,22730
02072,Socovos,2021,9038,19877,12768,11550,9959,21901
02072,Socovos,2020,8749,19706,12583,11550,9630,21690
02072,Socovos,2019,8351,18930,11954,10850,9142,20723
02072,Socovos,2018,7726,17375,10963,9450,8442,18986
02072,Socovos,2017,7296,16383,10280,9450,7968,17891
02072,Socovos,2016,7031,15802,9945,8750,7650,17194
02072,Socovos,2015,6845,15544,9748,8750,7431,16873
02073,Tarazona de la Mancha,2022,10341,24469,15262,13650,11942,28257
02073,Tarazona de la Mancha,2021,9823,23358,14507,12950,11286,26838
02073,Tarazona de la Mancha,2020,9311,22247,13787,12250,10663,25477
02073,Tarazona de la Mancha,2019,9172,22025,13528,11550,10484,25176
02073,Tarazona de la Mancha,2018,8639,20957,12784,10850,9829,23844
02073,Tarazona de la Mancha,2017,7864,19236,11706,10150,8887,21740
02073,Tarazona de la Mancha,2016,7443,18548,11085,9450,8366,20848
02073,Tarazona de la Mancha,2015,7044,17601,10529,9450,7874,19673
02074,Tobarra,2022,9902,25046,14826,12950,11343,28691
02074,Tobarra,2021,9527,24068,14225,12250,10886,27502
02074,Tobarra,2020,9065,23094,13573,11550,10276,26176
02074,Tobarra,2019,8764,22642,13172,11550,9883,25533
02074,Tobarra,2018,8301,21309,12537,11550,9400,24128
02074,Tobarra,2017,7926,20739,11940,10850,8913,23323
02074,Tobarra,2016,7579,20043,11445,10150,8496,22469
02074,Tobarra,2015,7416,19798,11207,9450,8287,22123
02075,Valdeganga,2022,11502,27985,17148,15750,13358,32501
02075,Valdeganga,2021,11084,26939,16427,15050,12666,30783
02075,Valdeganga,2020,10541,26050,15754,14350,12062,29807
02075,Valdeganga,2019,10416,26127,15628,13650,11977,30041
02075,Valdeganga,2018,9977,25254,15022,12950,11431,28934
02075,Valdeganga,2017,9144,22800,13631,11550,10414,25969
02075,Valdeganga,2016,8776,21861,13099,11550,9895,24649
02075,Valdeganga,2015,8406,21347,12569,10850,9453,24006
02076,Vianos,2022,12025,23313,16173,13650,13900,26947
02076,Vianos,2021,11499,22488,15568,12950,13278,25968
02076,Vianos,2020,10474,21279,14376,12950,11888,24153
02076,Vianos,2019,10600,21531,14466,13650,11916,24204
02076,Vianos,2018,9714,20494,13508,12950,10892,22980
02076,Vianos,2017,9108,19369,12802,11550,10317,21939
02076,Vianos,2016,9564,20567,13468,10150,10933,23513
02076,Vianos,2015,9234,19718,12415,9450,10733,22917
02077,Villa de Ves,2022,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,2021,12033,23584,NA,NA,13926,27295
02077,Villa de Ves,2020,11664,23519,NA,NA,13573,27369
02077,Villa de Ves,2019,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,2018,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,2017,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,2016,NA,NA,NA,NA,NA,NA
02077,Villa de Ves,2015,NA,NA,NA,NA,NA,NA
02078,Villalgordo del Júcar,2022,10419,23969,14984,14350,11754,27041
02078,Villalgordo del Júcar,2021,9751,22839,14271,13650,10971,25696
02078,Villalgordo del Júcar,2020,9408,22242,13763,12950,10453,24713
02078,Villalgordo del Júcar,2019,8975,21544,13134,12250,10029,24074
02078,Villalgordo del Júcar,2018,8825,20914,12974,12250,9787,23193
02078,Villalgordo del Júcar,2017,8181,19603,12018,11550,8995,21554
02078,Villalgordo del Júcar,2016,7755,19236,11464,10850,8520,21133
02078,Villalgordo del Júcar,2015,7855,19245,11658,10850,8584,21031
02079,Villamalea,2022,10387,26449,15670,14350,11883,30258
02079,Villamalea,2021,9854,25635,14944,13650,11221,29191
02079,Villamalea,2020,9165,24248,13970,12950,10341,27361
02079,Villamalea,2019,9070,24011,13756,12250,10197,26996
02079,Villamalea,2018,8401,22254,12902,11550,9469,25083
02079,Villamalea,2017,7722,20870,12085,10850,8658,23401
02079,Villamalea,2016,7651,20738,11728,10850,8534,23133
02079,Villamalea,2015,7247,19537,11147,10150,8015,21609
02080,Villapalacios,2022,12736,28722,17893,15050,14676,33096
02080,Villapalacios,2021,11754,26616,16632,15050,13368,30271
02080,Villapalacios,2020,10904,24852,15371,12950,12441,28355
02080,Villapalacios,2019,10961,25679,15584,13650,12470,29216
02080,Villapalacios,2018,10411,23535,14878,12250,11872,26840
02080,Villapalacios,2017,10479,24285,14931,12950,12013,27840
02080,Villapalacios,2016,9859,22876,14201,12250,11159,25890
02080,Villapalacios,2015,9277,22150,13393,10850,10485,25033
02081,Villarrobledo,2022,11058,30331,16905,15750,12959,35544
02081,Villarrobledo,2021,10519,28896,16118,14350,12284,33746
02081,Villarrobledo,2020,10004,27629,15316,13650,11598,32031
02081,Villarrobledo,2019,9942,27731,15298,13650,11536,32177
02081,Villarrobledo,2018,9333,26048,14363,12950,10801,30146
02081,Villarrobledo,2017,8994,25146,13821,12250,10390,29050
02081,Villarrobledo,2016,8444,24035,13036,11550,9728,27688
02081,Villarrobledo,2015,8112,22830,12480,10850,9281,26118
02082,Villatoya,2022,11915,21037,15975,15750,13660,24119
02082,Villatoya,2021,11364,19887,15403,14350,12931,22629
02082,Villatoya,2020,10507,19202,14343,12950,11782,21532
02082,Villatoya,2019,10966,20073,15228,15750,12453,22795
02082,Villatoya,2018,10794,19110,14355,14000,12095,21414
02082,Villatoya,2017,NA,NA,NA,NA,NA,NA
02082,Villatoya,2016,10045,16536,14041,12250,11398,18762
02082,Villatoya,2015,9837,15624,13311,12250,11113,17650
02083,Villavaliente,2022,12823,24695,17126,15750,14420,27771
02083,Villavaliente,2021,11109,21470,14845,13650,12396,23957
02083,Villavaliente,2020,10246,21181,14056,12950,11356,23477
02083,Villavaliente,2019,10425,21042,14443,12950,11513,23237
02083,Villavaliente,2018,9542,19085,12820,11550,10484,20968
02083,Villavaliente,2017,8081,16307,11870,10150,9848,19871
02083,Villavaliente,2016,8468,16707,11144,10150,9442,18628
02083,Villavaliente,2015,8238,17212,11123,10150,9003,18810
02084,Villaverde de Guadalimar,2022,10212,18773,13823,12250,11339,20844
02084,Villaverde de Guadalimar,2021,9932,17991,13236,12250,10935,19807
02084,Villaverde de Guadalimar,2020,9053,16648,12335,10850,9950,18298
02084,Villaverde de Guadalimar,2019,9060,16766,12065,10850,9987,18481
02084,Villaverde de Guadalimar,2018,8677,16462,11550,10150,9572,18160
02084,Villaverde de Guadalimar,2017,8460,16231,11743,10150,9399,18033
02084,Villaverde de Guadalimar,2016,7992,15938,10932,10150,8701,17353
02084,Villaverde de Guadalimar,2015,7698,15485,10571,8750,8320,16735
02085,Viveros,2022,12627,25090,17493,15750,14377,28568
02085,Viveros,2021,12480,26215,17422,15750,14280,29997
02085,Viveros,2020,11432,23433,15871,13650,13018,26682
02085,Viveros,2019,10819,22314,14912,12950,12249,25263
02085,Viveros,2018,10822,21971,15006,12950,12260,24891
02085,Viveros,2017,9966,21437,13943,12950,11193,24076
02085,Viveros,2016,9596,20721,13437,12250,10738,23186
02085,Viveros,2015,8909,19438,12635,11550,9934,21674
02086,Yeste,2022,10647,22164,14841,13650,11783,24528
02086,Yeste,2021,9852,20560,13814,12250,10858,22660
02086,Yeste,2020,9268,19623,12958,11550,10171,21534
02086,Yeste,2019,9181,19495,12838,11550,10028,21295
02086,Yeste,2018,8644,18430,12118,10850,9423,20091
02086,Yeste,2017,8010,17293,11281,10150,8692,18765
02086,Yeste,2016,7616,16888,10801,9450,8243,18277
02086,Yeste,2015,7635,17211,10883,9450,8237,18568
02901,Pozo Cañada,2022,10581,28015,16067,14350,12178,32245
02901,Pozo Cañada,2021,9874,26325,15080,13650,11334,30216
02901,Pozo Cañada,2020,9438,25594,14466,12950,10761,29182
02901,Pozo Cañada,2019,9204,24825,14042,12950,10461,28215
02901,Pozo Cañada,2018,8645,23480,13322,12250,9775,26548
02901,Pozo Cañada,2017,8198,22501,12612,11550,9238,25357
02901,Pozo Cañada,2016,7881,21537,12115,10850,8872,24248
02901,Pozo Cañada,2015,7678,20971,11829,10150,8596,23479
03001,"Atzúbia, l'",2022,11515,26571,18644,17850,13846,31949
03001,"Atzúbia, l'",2021,11715,26424,18058,16450,13824,31181
03001,"Atzúbia, l'",2020,10491,24024,16735,15750,12258,28069
03001,"Atzúbia, l'",2019,11127,24963,17882,15750,13106,29402
03001,"Atzúbia, l'",2018,10318,23661,16595,15400,12076,27693
03001,"Atzúbia, l'",2017,9665,21622,15667,13650,11302,25287
03001,"Atzúbia, l'",2016,8657,21260,14798,12950,10068,24723
03001,"Atzúbia, l'",2015,9029,21205,14477,12250,10433,24502
03002,Agost,2022,9108,23392,16330,15050,12560,32257
03002,Agost,2021,10305,26549,15520,14350,11969,30835
03002,Agost,2020,9847,25532,14871,13650,11310,29323
03002,Agost,2019,9723,25316,14692,12950,11165,29071
03002,Agost,2018,9155,23962,13805,12250,10501,27486
03002,Agost,2017,8699,22829,13111,11550,9945,26100
03002,Agost,2016,8312,22081,12538,11550,9486,25200
03002,Agost,2015,8036,21296,12160,10850,9122,24173
03003,Agres,2022,13293,29696,19323,17850,15639,34937
03003,Agres,2021,12747,27757,18407,17150,14808,32246
03003,Agres,2020,12063,26634,17265,15750,13900,30689
03003,Agres,2019,12435,27438,18083,15750,14835,32732
03003,Agres,2018,11074,24579,16113,14350,12796,28402
03003,Agres,2017,10578,23331,15179,13650,12280,27088
03003,Agres,2016,10171,22234,14614,12950,11726,25632
03003,Agres,2015,9920,21673,14220,12950,11421,24951
03004,Aigües,2022,12459,29189,18959,17150,15174,35548
03004,Aigües,2021,12325,28585,18265,15750,14949,34672
03004,Aigües,2020,11449,26704,16945,15050,13701,31958
03004,Aigües,2019,11452,26644,16870,15050,13778,32054
03004,Aigües,2018,10799,25074,15991,15050,12989,30159
03004,Aigües,2017,10588,25405,16150,14350,12769,30637
03004,Aigües,2016,10008,24326,15369,14350,12016,29206
03004,Aigües,2015,10220,24794,15328,13650,12201,29599
03005,Albatera,2022,9685,27250,14991,13650,11157,31394
03005,Albatera,2021,9207,26087,14256,12950,10579,29974
03005,Albatera,2020,8826,24710,13678,12250,10091,28252
03005,Albatera,2019,8699,24205,13405,11550,9925,27615
03005,Albatera,2018,8264,22881,12796,11550,9433,26119
03005,Albatera,2017,8157,22661,12587,10850,9347,25967
03005,Albatera,2016,7750,21470,11937,10150,8861,24547
03005,Albatera,2015,7601,20770,11712,10150,8673,23700
03006,Alcalalí,2022,10804,23550,16547,14350,12588,27437
03006,Alcalalí,2021,10468,22916,15490,13650,12111,26513
03006,Alcalalí,2020,9934,21859,15021,12950,11409,25104
03006,Alcalalí,2019,10137,21655,15190,12950,11717,25030
03006,Alcalalí,2018,9714,21133,14496,12250,11179,24320
03006,Alcalalí,2017,8625,18993,13252,11550,9937,21880
03006,Alcalalí,2016,8646,18658,13096,11550,10126,21851
03006,Alcalalí,2015,8828,19658,13226,11550,10128,22554
03007,Alcosser,2022,15752,36272,22933,19250,19423,44727
03007,Alcosser,2021,14891,36498,22208,17850,18670,45760
03007,Alcosser,2020,13825,33041,20201,17150,17007,40646
03007,Alcosser,2019,13488,29177,19044,17150,16694,36114
03007,Alcosser,2018,12638,29226,18708,15750,15474,35784
03007,Alcosser,2017,11352,27145,16600,13650,13789,32974
03007,Alcosser,2016,10772,24952,15973,12950,12901,29882
03007,Alcosser,2015,11175,25053,16499,13650,13562,30402
03008,Alcoleja,2022,12144,26891,18433,18550,13753,30453
03008,Alcoleja,2021,12456,27176,18501,16450,14223,31032
03008,Alcoleja,2020,11715,24238,16976,16450,13235,27383
03008,Alcoleja,2019,11817,24337,17010,15750,13265,27320
03008,Alcoleja,2018,11250,22761,16096,15050,12621,25537
03008,Alcoleja,2017,10327,21748,14934,13650,11563,24350
03008,Alcoleja,2016,9892,21470,13996,12250,11054,23993
03008,Alcoleja,2015,9631,20214,13406,11550,10854,22782
03009,Alcoi/Alcoy,2022,12577,29985,18496,16450,15018,35803
03009,Alcoi/Alcoy,2021,12081,28942,17801,15750,14380,34450
03009,Alcoi/Alcoy,2020,11496,27794,16968,15050,13557,32777
03009,Alcoi/Alcoy,2019,11220,27347,16724,15050,13327,32483
03009,Alcoi/Alcoy,2018,10786,26345,16039,14350,12746,31132
03009,Alcoi/Alcoy,2017,10288,25190,15342,13650,12137,29718
03009,Alcoi/Alcoy,2016,9859,24402,14720,12950,11605,28725
03009,Alcoi/Alcoy,2015,9609,23650,14309,12250,11303,27820
03010,Alfafara,2022,12950,30521,18888,17150,15152,35709
03010,Alfafara,2021,12318,29462,18167,16450,14265,34120
03010,Alfafara,2020,11432,27844,16844,15750,13055,31797
03010,Alfafara,2019,11393,28198,16905,15050,13005,32189
03010,Alfafara,2018,11026,27325,16250,15050,12544,31086
03010,Alfafara,2017,10036,25247,14730,14000,11368,28598
03010,Alfafara,2016,9098,22974,13328,11550,10319,26056
03010,Alfafara,2015,9135,22723,13424,12250,10302,25624
03011,"Alfàs del Pi, l'",2022,10659,28392,16957,15050,12834,34186
03011,"Alfàs del Pi, l'",2021,9812,26032,15570,13650,11663,30942
03011,"Alfàs del Pi, l'",2020,9246,24799,14674,12950,10931,29318
03011,"Alfàs del Pi, l'",2019,9524,25636,15156,13650,11262,30314
03011,"Alfàs del Pi, l'",2018,9022,24516,14513,12950,10720,29131
03011,"Alfàs del Pi, l'",2017,8661,23291,13887,12250,10400,27969
03011,"Alfàs del Pi, l'",2016,7903,22236,12901,10850,9347,26299
03011,"Alfàs del Pi, l'",2015,7888,21738,12774,10850,9288,25597
03012,Algorfa,2022,9284,21404,14646,13650,10707,24685
03012,Algorfa,2021,8645,20024,13916,12950,10101,23396
